ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
1455415_at	1	6.49e-01	-4.83e-01	-6.760531	-4.73e-01	A730056A06Rik	RIKEN cDNA A730056A06 gene
1449860_at	1	6.49e-01	4.83e-01	-6.760535	4.72e-01	Higd1b	HIG1 domain family, member 1B
1450377_at	1	6.49e-01	-4.83e-01	-6.760581	-5.92e-01	Thbs1	thrombospondin 1
1429911_at	1	6.49e-01	4.83e-01	-6.760599	1.69e-01	Mcph1	microcephaly, primary autosomal recessive 1
1457337_at	1	6.49e-01	4.83e-01	-6.76064	2.08e-01	Airn	antisense Igf2r RNA
1428956_at	1	6.49e-01	4.83e-01	-6.760645	1.03e-01	Tmem177	transmembrane protein 177
1437539_at	1	6.49e-01	4.83e-01	-6.760649	5.30e-02	Prkaa1	protein kinase, AMP-activated, alpha 1 catalytic subunit
1435379_at	1	6.49e-01	-4.83e-01	-6.760666	-4.42e-02	Urb2	URB2 ribosome biogenesis 2 homolog (S. cerevisiae)
1418317_at	1	6.49e-01	-4.83e-01	-6.76067	-6.08e-01	Lhx2	LIM homeobox protein 2
1444584_at	1	6.49e-01	4.83e-01	-6.760786	1.91e-01	Pgbd1	piggyBac transposable element derived 1
1430555_s_at	1	6.49e-01	-4.82e-01	-6.760804	-9.76e-02	Lrig3	leucine-rich repeats and immunoglobulin-like domains 3
1442196_at	1	6.49e-01	4.82e-01	-6.760821	1.35e-01	A930006K02Rik	RIKEN cDNA A930006K02 gene
1434612_s_at	1	6.49e-01	4.82e-01	-6.760894	5.03e-02	Sbno1	strawberry notch homolog 1 (Drosophila)
1450341_at	1	6.49e-01	4.82e-01	-6.760933	5.12e-01	Pcdhb8	protocadherin beta 8
1438784_at	1	6.49e-01	-4.82e-01	-6.76094	-7.61e-01	Bcl11b	B cell leukemia/lymphoma 11B
1439667_at	1	6.49e-01	4.82e-01	-6.760964	2.68e-01	Gm17455	predicted gene, 17455
1429245_at	1	6.49e-01	4.82e-01	-6.760983	9.92e-02	2510022D24Rik	RIKEN cDNA 2510022D24 gene
1431804_a_at	1	6.50e-01	4.82e-01	-6.761013	7.18e-02	Sp3	trans-acting transcription factor 3
1418581_a_at	1	6.50e-01	4.82e-01	-6.761095	9.33e-02	Limk2	LIM motif-containing protein kinase 2
1416429_a_at	1	6.50e-01	-4.82e-01	-6.761106	-5.45e-02	Cat	catalase
1443757_x_at	1	6.50e-01	4.82e-01	-6.761112	8.90e-02	Glb1l///Ankzf1	galactosidase, beta 1-like///ankyrin repeat and zinc finger domain containing 1
1444963_at	1	6.50e-01	4.82e-01	-6.761167	2.50e-01		
1459300_at	1	6.50e-01	-4.82e-01	-6.761181	-3.86e-01		
1430868_at	1	6.50e-01	-4.82e-01	-6.761197	-1.47e-01	Tmem150cos	transmembrane protein 150C, opposite strand
1448284_a_at	1	6.50e-01	-4.82e-01	-6.761217	-4.27e-02	Ndufc1	NADH dehydrogenase (ubiquinone) 1, subcomplex unknown, 1
1433764_at	1	6.50e-01	4.82e-01	-6.761221	4.11e-01	Clec2l	C-type lectin domain family 2, member L
1441951_x_at	1	6.50e-01	4.82e-01	-6.761227	1.91e-01	2010109A12Rik	RIKEN cDNA 2010109A12 gene
1440507_at	1	6.50e-01	-4.82e-01	-6.761229	-4.51e-01	Gm10575	predicted gene 10575
1435671_at	1	6.50e-01	4.82e-01	-6.761242	1.19e-01	Mipol1	mirror-image polydactyly 1
1419253_at	1	6.50e-01	-4.82e-01	-6.761268	-5.71e-02	Mthfd2	methylenetetrahydrofolate dehydrogenase (NAD+ dependent), methenyltetrahydrofolate cyclohydrolase
1448926_at	1	6.50e-01	4.82e-01	-6.761311	2.19e-01	Hoxa5	homeobox A5
1421509_at	1	6.50e-01	-4.82e-01	-6.761323	-4.04e-01	Sorcs1	sortilin-related VPS10 domain containing receptor 1
1450551_x_at	1	6.50e-01	4.82e-01	-6.761325	8.67e-01	Klra15	killer cell lectin-like receptor, subfamily A, member 15
1458933_at	1	6.50e-01	-4.82e-01	-6.761325	-3.64e-01	Slc22a15	solute carrier family 22 (organic anion/cation transporter), member 15
1446933_at	1	6.50e-01	-4.81e-01	-6.761351	-2.45e-01	Nudcd1	NudC domain containing 1
1439870_at	1	6.50e-01	4.81e-01	-6.761364	1.87e-01	A330008L17Rik	RIKEN cDNA A330008L17 gene
1438722_at	1	6.50e-01	-4.81e-01	-6.761374	-7.09e-02	Inafm1	InaF motif containing 1
1432923_at	1	6.50e-01	-4.81e-01	-6.761383	-1.72e-01	2810404I24Rik	RIKEN cDNA 2810404I24 gene
1445373_at	1	6.50e-01	-4.81e-01	-6.761408	-1.52e-01		
1444936_at	1	6.50e-01	4.81e-01	-6.761435	2.14e-01	D5Ertd566e	DNA segment, Chr 5, ERATO Doi 566, expressed
1454590_at	1	6.50e-01	4.81e-01	-6.761439	2.03e-01	A930018O16Rik	RIKEN cDNA A930018O16 gene
1442925_at	1	6.50e-01	-4.81e-01	-6.761442	-7.34e-02	Smg1	SMG1 homolog, phosphatidylinositol 3-kinase-related kinase (C. elegans)
1420644_a_at	1	6.50e-01	4.81e-01	-6.76152	9.10e-02	Sec61a2	Sec61, alpha subunit 2 (S. cerevisiae)
1457059_at	1	6.50e-01	-4.81e-01	-6.76155	-1.06e-01	Zfp438	zinc finger protein 438
1452517_at	1	6.50e-01	4.81e-01	-6.761569	3.72e-01	Plekhh1	pleckstrin homology domain containing, family H (with MyTH4 domain) member 1
1436362_x_at	1	6.50e-01	4.81e-01	-6.761579	1.21e-01	2700079J08Rik	RIKEN cDNA 2700079J08 gene
1451241_at	1	6.50e-01	-4.81e-01	-6.761585	-3.37e-01	Lamb1	laminin B1
1419376_at	1	6.50e-01	-4.81e-01	-6.761595	-5.58e-01	Fibin	fin bud initiation factor homolog (zebrafish)
1417787_at	1	6.50e-01	-4.81e-01	-6.761595	-1.78e-01	Dkkl1	dickkopf-like 1
1438708_x_at	1	6.50e-01	-4.81e-01	-6.761597	-4.84e-01	Ywhab	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, beta polypeptide
1440672_at	1	6.50e-01	-4.81e-01	-6.761599	-4.38e-01	Zfp541	zinc finger protein 541
1458919_at	1	6.50e-01	-4.81e-01	-6.761656	-1.32e-01	Mkln1	muskelin 1, intracellular mediator containing kelch motifs
1451154_a_at	1	6.50e-01	4.81e-01	-6.761682	4.98e-02	Celf2	CUGBP, Elav-like family member 2
1431710_at	1	6.50e-01	-4.81e-01	-6.761746	-3.74e-01	Cmtm1	CKLF-like MARVEL transmembrane domain containing 1
1459498_at	1	6.50e-01	-4.81e-01	-6.761789	-2.32e-01		
1455875_x_at	1	6.51e-01	-4.81e-01	-6.761834	-5.05e-02	Tm9sf2	transmembrane 9 superfamily member 2
1421876_at	1	6.51e-01	-4.81e-01	-6.761853	-8.62e-02	Mapk9	mitogen-activated protein kinase 9
1445227_at	1	6.51e-01	-4.81e-01	-6.761869	-1.02e-01	Tnfsf13os	tumor necrosis factor (ligand) superfamily, member 13, opposite strand
1437591_a_at	1	6.51e-01	-4.81e-01	-6.761872	-5.71e-02	Wdr1	WD repeat domain 1
1449914_at	1	6.51e-01	4.80e-01	-6.761896	4.46e-02	Ribc1	RIB43A domain with coiled-coils 1
1451665_a_at	1	6.51e-01	-4.80e-01	-6.761935	-5.54e-02	Ap4s1	adaptor-related protein complex AP-4, sigma 1
1456745_x_at	1	6.51e-01	-4.80e-01	-6.761981	-4.10e-02	Ergic3	ERGIC and golgi 3
1425964_x_at	1	6.51e-01	-4.80e-01	-6.762047	-5.51e-01	Hspb1	heat shock protein 1
1446576_at	1	6.51e-01	4.80e-01	-6.762129	1.88e-01		
1439402_at	1	6.51e-01	-4.80e-01	-6.762152	-7.41e-01	4930444F02Rik	RIKEN cDNA 4930444F02 gene
1452326_at	1	6.51e-01	4.80e-01	-6.762205	1.26e-01	Atp2c2	ATPase, Ca++ transporting, type 2C, member 2
1436793_at	1	6.51e-01	-4.80e-01	-6.762232	-6.48e-01	St18	suppression of tumorigenicity 18
1439660_at	1	6.51e-01	4.80e-01	-6.762258	7.42e-02	Hivep3	human immunodeficiency virus type I enhancer binding protein 3
1448788_at	1	6.51e-01	-4.80e-01	-6.762264	-5.57e-01	Cd200	CD200 antigen
1420870_at	1	6.51e-01	-4.80e-01	-6.762266	-6.12e-02	Mllt10	myeloid/lymphoid or mixed-lineage leukemia; translocated to, 10
1458464_at	1	6.51e-01	-4.80e-01	-6.762271	-2.60e-01	Hecw2	HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2
1449584_at	1	6.51e-01	-4.80e-01	-6.762275	-1.58e-01	Dgkg	diacylglycerol kinase, gamma
1430927_at	1	6.51e-01	4.80e-01	-6.762275	1.43e-01	Ceacam18	carcinoembryonic antigen-related cell adhesion molecule 18
1420837_at	1	6.51e-01	-4.80e-01	-6.762303	-4.93e-01	Ntrk2	neurotrophic tyrosine kinase, receptor, type 2
1457657_at	1	6.51e-01	-4.80e-01	-6.762355	-3.15e-01		
1448953_at	1	6.51e-01	4.80e-01	-6.762401	6.01e-02	Blm	Bloom syndrome, RecQ helicase-like
1422199_at	1	6.51e-01	-4.79e-01	-6.762443	-1.78e-01	Omp	olfactory marker protein
1425321_a_at	1	6.51e-01	4.79e-01	-6.762485	5.51e-01	Clmn	calmin
1422699_at	1	6.51e-01	4.79e-01	-6.7625	6.27e-01	Alox12	arachidonate 12-lipoxygenase
1417920_at	1	6.51e-01	4.79e-01	-6.762515	7.00e-02	Amn	amnionless
1449502_at	1	6.51e-01	4.79e-01	-6.762549	1.74e-01	Dazl	deleted in azoospermia-like
1422092_at	1	6.51e-01	-4.79e-01	-6.762565	-1.56e-01	Pfkfb2	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2
1430233_a_at	1	6.52e-01	-4.79e-01	-6.76268	-4.72e-01	Slc9b1	solute carrier family 9, subfamily B (NHA1, cation proton antiporter 1), member 1
1455858_x_at	1	6.52e-01	-4.79e-01	-6.762714	-1.60e-01	Pomc	pro-opiomelanocortin-alpha
1418547_at	1	6.52e-01	4.79e-01	-6.76272	9.67e-02	Tfpi2	tissue factor pathway inhibitor 2
1450079_at	1	6.52e-01	4.79e-01	-6.762727	1.58e-01	Nrk	Nik related kinase
1422469_at	1	6.52e-01	-4.79e-01	-6.76283	-4.38e-02	Tbk1	TANK-binding kinase 1
1433933_s_at	1	6.52e-01	-4.79e-01	-6.762862	-1.42e-01	Slco2b1	solute carrier organic anion transporter family, member 2b1
1438617_at	1	6.52e-01	-4.79e-01	-6.762864	-5.42e-01	Serpina7	serine (or cysteine) peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 7
1441375_at	1	6.52e-01	-4.79e-01	-6.762871	-3.08e-01		
1416653_at	1	6.52e-01	-4.79e-01	-6.762881	-7.81e-02	Stxbp3	syntaxin binding protein 3
1458543_at	1	6.52e-01	4.79e-01	-6.76292	1.48e-01		
1425121_a_at	1	6.52e-01	4.79e-01	-6.762937	7.86e-01	BC006965	cDNA sequence BC006965
1456879_at	1	6.52e-01	4.78e-01	-6.763014	5.49e-02	Ccdc174	coiled-coil domain containing 174
1454315_at	1	6.52e-01	-4.78e-01	-6.763015	-1.85e-01	3300002A11Rik	RIKEN cDNA 3300002A11 gene
1434356_a_at	1	6.52e-01	-4.78e-01	-6.763017	-4.28e-02	Psma5	proteasome (prosome, macropain) subunit, alpha type 5
1427591_at	1	6.52e-01	4.78e-01	-6.763079	5.37e-01	Clcn1	chloride channel, voltage-sensitive 1
1428485_at	1	6.52e-01	-4.78e-01	-6.763141	-6.07e-02	Car12	carbonic anhydrase 12
1448222_x_at	1	6.52e-01	-4.78e-01	-6.763173	-5.83e-02	Cox8a	cytochrome c oxidase subunit VIIIa
1433972_at	1	6.52e-01	4.78e-01	-6.763179	1.73e-01	Camta1	calmodulin binding transcription activator 1
1449219_at	1	6.52e-01	-4.78e-01	-6.763187	-6.30e-01	Fads3	fatty acid desaturase 3
AFFX-r2-Ec-bioC-5_at	1	6.52e-01	-4.78e-01	-6.763201	-4.43e-02		
1423504_at	1	6.52e-01	4.78e-01	-6.763215	4.97e-02	Jam3	junction adhesion molecule 3
1446071_at	1	6.52e-01	-4.78e-01	-6.763294	-5.90e-01	Steap2	six transmembrane epithelial antigen of prostate 2
1454958_at	1	6.52e-01	4.78e-01	-6.763304	4.30e-02	Gsk3b	glycogen synthase kinase 3 beta
1422891_at	1	6.52e-01	-4.78e-01	-6.763305	-4.28e-01	H2-Ea-ps	histocompatibility 2, class II antigen E alpha, pseudogene
1450257_at	1	6.52e-01	4.78e-01	-6.763326	6.64e-01	Cer1	cerberus 1, DAN family BMP antagonist
1422855_at	1	6.52e-01	4.78e-01	-6.763335	4.57e-02	Cpsf3	cleavage and polyadenylation specificity factor 3
1452751_at	1	6.52e-01	-4.78e-01	-6.763336	-1.27e-01	Ebf3	early B cell factor 3
1447935_at	1	6.52e-01	4.78e-01	-6.763344	6.97e-02	Fancm	Fanconi anemia, complementation group M
1421974_at	1	6.52e-01	-4.78e-01	-6.763361	-5.93e-02	Dnaaf1	dynein, axonemal assembly factor 1
1442292_at	1	6.52e-01	4.78e-01	-6.763396	4.84e-02	Arhgef6	Rac/Cdc42 guanine nucleotide exchange factor (GEF) 6
1445076_at	1	6.52e-01	-4.78e-01	-6.763399	-1.26e-01		
1432682_at	1	6.52e-01	4.78e-01	-6.763405	3.25e-01	5530400K19Rik	RIKEN cDNA 5530400K19 gene
1455172_at	1	6.52e-01	-4.78e-01	-6.763437	-3.78e-01	AU020094	expressed sequence AU020094
1453276_at	1	6.52e-01	4.78e-01	-6.763438	2.22e-01	Kif13b	kinesin family member 13B
1425434_a_at	1	6.53e-01	4.78e-01	-6.763465	1.53e-01	Msr1	macrophage scavenger receptor 1
1424514_at	1	6.53e-01	-4.77e-01	-6.763505	-5.79e-02	Rnf126	ring finger protein 126
1420229_at	1	6.53e-01	-4.77e-01	-6.763511	-2.57e-01		
1418122_at	1	6.53e-01	4.77e-01	-6.763545	5.02e-01	Myh11	myosin, heavy polypeptide 11, smooth muscle
1439809_at	1	6.53e-01	-4.77e-01	-6.763583	-2.30e-01	Pramel7	preferentially expressed antigen in melanoma like 7
1445818_at	1	6.53e-01	-4.77e-01	-6.763623	-6.83e-01	4930544M13Rik	RIKEN cDNA 4930544M13 gene
1418089_at	1	6.53e-01	-4.77e-01	-6.763635	-4.96e-02	Stx8	syntaxin 8
1432727_at	1	6.53e-01	4.77e-01	-6.763716	4.08e-01	Psmd11	proteasome (prosome, macropain) 26S subunit, non-ATPase, 11
1457781_at	1	6.53e-01	4.77e-01	-6.763722	4.60e-02	Kcnq1ot1	KCNQ1 overlapping transcript 1
1434893_at	1	6.53e-01	4.77e-01	-6.763739	7.63e-01	Atp1a2	ATPase, Na+/K+ transporting, alpha 2 polypeptide
1431338_at	1	6.53e-01	4.77e-01	-6.763758	1.45e-01	Caskin1	CASK interacting protein 1
1456794_at	1	6.53e-01	-4.77e-01	-6.763762	-1.17e-01	E230016M11Rik	RIKEN cDNA E230016M11 gene
1434548_at	1	6.53e-01	-4.77e-01	-6.763787	-4.43e-02	Serinc3	serine incorporator 3
1460076_x_at	1	6.53e-01	-4.77e-01	-6.763801	-9.85e-02	Zfp3	zinc finger protein 3
1424246_a_at	1	6.53e-01	-4.77e-01	-6.763869	-5.34e-02	Tes	testis derived transcript
1419773_at	1	6.53e-01	4.77e-01	-6.763874	4.24e-02	Aplf	aprataxin and PNKP like factor
1426610_a_at	1	6.53e-01	-4.77e-01	-6.763874	-1.18e-01	Ttf1	transcription termination factor, RNA polymerase I
1448513_a_at	1	6.53e-01	-4.77e-01	-6.763874	-4.43e-02	Npc2	Niemann-Pick type C2
1421807_at	1	6.53e-01	4.77e-01	-6.763884	5.65e-01	Defb6	defensin beta 6
1429991_at	1	6.53e-01	-4.77e-01	-6.763886	-3.98e-01	Fezf1	Fez family zinc finger 1
1439321_at	1	6.53e-01	4.77e-01	-6.763889	8.57e-02		
1417589_at	1	6.53e-01	-4.77e-01	-6.76389	-1.18e-01	Galnt3	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 3
1443243_at	1	6.53e-01	-4.77e-01	-6.763912	-5.78e-01		
1425952_a_at	1	6.53e-01	-4.77e-01	-6.763925	-7.23e-01	Gcg	glucagon
1450477_at	1	6.53e-01	-4.77e-01	-6.763935	-5.99e-01	Htr2c	5-hydroxytryptamine (serotonin) receptor 2C
1425294_at	1	6.53e-01	-4.77e-01	-6.763966	-4.66e-01	Slamf8	SLAM family member 8
1456053_at	1	6.53e-01	-4.77e-01	-6.764032	-4.27e-01		
1426713_s_at	1	6.53e-01	4.76e-01	-6.76407	1.05e-01	Eprs	glutamyl-prolyl-tRNA synthetase
1444448_at	1	6.53e-01	4.76e-01	-6.764079	6.51e-02	Gm10392	predicted gene 10392
1449513_at	1	6.53e-01	-4.76e-01	-6.764084	-4.65e-01	Adam24	a disintegrin and metallopeptidase domain 24 (testase 1)
1454781_x_at	1	6.53e-01	4.76e-01	-6.764099	4.84e-02	Commd9	COMM domain containing 9
1449816_at	1	6.53e-01	4.76e-01	-6.764112	3.23e-01	Sult5a1	sulfotransferase family 5A, member 1
1446489_at	1	6.53e-01	-4.76e-01	-6.764125	-9.67e-02		
1452354_at	1	6.53e-01	4.76e-01	-6.764157	1.84e-01	2810459M11Rik	RIKEN cDNA 2810459M11 gene
1443438_at	1	6.53e-01	-4.76e-01	-6.764162	-1.55e-01		
1447597_at	1	6.53e-01	4.76e-01	-6.764168	6.75e-01	Polr1a	polymerase (RNA) I polypeptide A
1457227_at	1	6.53e-01	-4.76e-01	-6.764177	-6.08e-01	Gm11266	predicted gene 11266
1444802_at	1	6.53e-01	-4.76e-01	-6.764183	-1.12e-01	Sec22a	SEC22 homolog A, vesicle trafficking protein
1437301_a_at	1	6.53e-01	-4.76e-01	-6.764218	-5.10e-02	Dvl1	dishevelled segment polarity protein 1
1440617_at	1	6.53e-01	4.76e-01	-6.764241	6.23e-01	Cpa6	carboxypeptidase A6
1431833_a_at	1	6.54e-01	-4.76e-01	-6.764321	-4.42e-01	Hmgcs2	3-hydroxy-3-methylglutaryl-Coenzyme A synthase 2
1442439_at	1	6.54e-01	-4.76e-01	-6.764344	-7.70e-01	W91776	expressed sequence W91776
1431258_at	1	6.54e-01	4.76e-01	-6.764353	8.15e-02	Dido1	death inducer-obliterator 1
1435638_at	1	6.54e-01	-4.76e-01	-6.764358	-5.72e-02	Gsk3a	glycogen synthase kinase 3 alpha
1419935_s_at	1	6.54e-01	-4.76e-01	-6.764381	-4.74e-02	Csnk2a2	casein kinase 2, alpha prime polypeptide
1427503_at	1	6.54e-01	-4.76e-01	-6.764393	-1.80e-01	Ighg3	Immunoglobulin heavy constant gamma 3
1451230_a_at	1	6.54e-01	-4.76e-01	-6.764406	-4.70e-02	Wbp5	WW domain binding protein 5
1435023_at	1	6.54e-01	4.76e-01	-6.764461	4.23e-02	Itsn2	intersectin 2
1426012_a_at	1	6.54e-01	4.76e-01	-6.764463	5.00e-02	Ccar2	cell cycle activator and apoptosis regulator 2
1434722_at	1	6.54e-01	4.76e-01	-6.764464	4.61e-01	Ampd1	adenosine monophosphate deaminase 1
1443888_at	1	6.54e-01	-4.76e-01	-6.764465	-1.83e-01	AU023762	expressed sequence AU023762
1429849_at	1	6.54e-01	4.76e-01	-6.764522	4.93e-02	Kansl3	KAT8 regulatory NSL complex subunit 3
1455874_at	1	6.54e-01	-4.76e-01	-6.764543	-6.05e-02	Tmem179b	transmembrane protein 179B
1419407_at	1	6.54e-01	-4.76e-01	-6.764549	-4.35e-01	Hc	hemolytic complement
1456936_at	1	6.54e-01	-4.75e-01	-6.764685	-3.55e-01	Cabp4	calcium binding protein 4
1452221_a_at	1	6.54e-01	4.75e-01	-6.764697	4.05e-02	Cxxc1	CXXC finger 1 (PHD domain)
1460543_x_at	1	6.54e-01	-4.75e-01	-6.764734	-3.96e-02	Rpl37a	ribosomal protein L37a
1453171_s_at	1	6.54e-01	4.75e-01	-6.76474	5.21e-02	Ppm1a	protein phosphatase 1A, magnesium dependent, alpha isoform
1430002_at	1	6.54e-01	4.75e-01	-6.764745	4.79e-01	Iqcf1	IQ motif containing F1
1458167_at	1	6.54e-01	-4.75e-01	-6.764766	-3.44e-01		
1446253_at	1	6.54e-01	4.75e-01	-6.764888	6.01e-02		
1450804_at	1	6.54e-01	-4.75e-01	-6.764888	-1.80e-01	Kif5c	kinesin family member 5C
1441035_at	1	6.54e-01	-4.75e-01	-6.764911	-4.83e-01	Kcne1	potassium voltage-gated channel, Isk-related subfamily, member 1
1428597_at	1	6.54e-01	-4.75e-01	-6.764917	-4.75e-02	Tbc1d9b	TBC1 domain family, member 9B
1434468_at	1	6.54e-01	4.75e-01	-6.76493	4.21e-02	Otud4	OTU domain containing 4
1452617_at	1	6.54e-01	4.75e-01	-6.764939	1.76e-01	Ssbp1	single-stranded DNA binding protein 1
1449214_a_at	1	6.54e-01	4.75e-01	-6.764985	4.55e-02	Opa1	optic atrophy 1
1450689_at	1	6.54e-01	-4.75e-01	-6.764985	-6.06e-01	Prss3	protease, serine 3
1452259_at	1	6.54e-01	-4.75e-01	-6.764989	-5.19e-02	Phf20	PHD finger protein 20
1442019_at	1	6.54e-01	-4.75e-01	-6.765048	-6.11e-02	Gas7	growth arrest specific 7
1427945_at	1	6.55e-01	4.75e-01	-6.765115	4.86e-01	Dpyd	dihydropyrimidine dehydrogenase
1459867_x_at	1	6.55e-01	4.74e-01	-6.765124	9.30e-02	Unc45a	unc-45 myosin chaperone A
1452930_at	1	6.55e-01	-4.74e-01	-6.765132	-4.54e-01	Dock3	dedicator of cyto-kinesis 3
1448598_at	1	6.55e-01	4.74e-01	-6.765204	2.56e-01	Mmp17	matrix metallopeptidase 17
1455410_at	1	6.55e-01	4.74e-01	-6.765216	6.22e-01	Faim2	Fas apoptotic inhibitory molecule 2
1420289_at	1	6.55e-01	4.74e-01	-6.765227	1.46e-01		
1447498_at	1	6.55e-01	-4.74e-01	-6.765259	-3.44e-01	Edar	ectodysplasin-A receptor
1419693_at	1	6.55e-01	4.74e-01	-6.765284	1.12e-01	Colec12	collectin sub-family member 12
1421539_at	1	6.55e-01	-4.74e-01	-6.765324	-6.33e-01	Zic4	zinc finger protein of the cerebellum 4
1416862_at	1	6.55e-01	-4.74e-01	-6.765448	-6.57e-02	Stam	signal transducing adaptor molecule (SH3 domain and ITAM motif) 1
1435881_at	1	6.55e-01	4.74e-01	-6.765449	5.29e-02	Pcbp2	poly(rC) binding protein 2
1440131_at	1	6.55e-01	-4.74e-01	-6.765471	-1.31e-01		
1430152_at	1	6.55e-01	-4.74e-01	-6.765532	-5.29e-02	Eps15	epidermal growth factor receptor pathway substrate 15
1447987_at	1	6.55e-01	4.74e-01	-6.765535	4.46e-02	Letm2	leucine zipper-EF-hand containing transmembrane protein 2
1441049_at	1	6.55e-01	-4.74e-01	-6.765554	-1.53e-01	Kcna6	potassium voltage-gated channel, shaker-related, subfamily, member 6
1424426_at	1	6.55e-01	-4.74e-01	-6.765566	-7.17e-02	Mtap	methylthioadenosine phosphorylase
1455819_at	1	6.55e-01	4.74e-01	-6.765605	4.41e-02	Ptbp3	polypyrimidine tract binding protein 3
1420310_at	1	6.55e-01	-4.74e-01	-6.765607	-3.98e-01		
1455061_a_at	1	6.55e-01	4.74e-01	-6.765649	7.27e-02	Acaa2	acetyl-Coenzyme A acyltransferase 2 (mitochondrial 3-oxoacyl-Coenzyme A thiolase)
1426504_a_at	1	6.55e-01	-4.74e-01	-6.765654	-4.41e-02	Rnf121	ring finger protein 121
1427592_at	1	6.55e-01	4.73e-01	-6.76569	5.02e-01	Pcdh7	protocadherin 7
1448480_at	1	6.55e-01	-4.73e-01	-6.765709	-4.63e-02	Nip7	NIP7, nucleolar pre-rRNA processing protein
1457675_at	1	6.55e-01	4.73e-01	-6.765755	6.52e-02	2510002D24Rik	RIKEN cDNA 2510002D24 gene
1437989_at	1	6.55e-01	-4.73e-01	-6.765801	-1.30e-01	Pde8b	phosphodiesterase 8B
1452502_at	1	6.55e-01	4.73e-01	-6.765813	1.20e-01	BC001981	cDNA sequence BC001981
1446341_at	1	6.55e-01	-4.73e-01	-6.765828	-2.08e-01	6030403N03Rik	RIKEN cDNA 6030403N03 gene
1416461_at	1	6.55e-01	-4.73e-01	-6.765858	-4.69e-02	Caprin1	cell cycle associated protein 1
1450432_s_at	1	6.55e-01	4.73e-01	-6.765872	9.82e-02	Mus81	MUS81 structure-specific endonuclease subunit
1445950_at	1	6.56e-01	4.73e-01	-6.765998	2.61e-01	C87926	cDNA sequence, C87926
1456801_at	1	6.56e-01	4.73e-01	-6.766038	2.03e-01	Gm38582	predicted gene, 38582
1436523_s_at	1	6.56e-01	-4.73e-01	-6.766059	-4.99e-02	1810022K09Rik	RIKEN cDNA 1810022K09 gene
1453979_at	1	6.56e-01	4.73e-01	-6.766092	6.90e-02	Rbm12b1	RNA binding motif protein 12 B1
1444734_at	1	6.56e-01	-4.73e-01	-6.766107	-5.85e-01	A330001L22Rik	RIKEN cDNA A330001L22 gene
1433926_at	1	6.56e-01	4.73e-01	-6.766133	4.31e-02	Dync1li2	dynein, cytoplasmic 1 light intermediate chain 2
1450817_at	1	6.56e-01	-4.73e-01	-6.766135	-2.91e-01	Capn15	calpain 15
1429745_at	1	6.56e-01	4.73e-01	-6.766164	4.47e-01	DXBay18///Gm14685///Gm5936///Gm5640///Gm5639	DNA segment, Chr X, Baylor 18///predicted gene 14685///predicted gene 5936///predicted gene 5640///predicted pseudogene 5639
1450935_at	1	6.56e-01	4.72e-01	-6.766197	4.93e-02	Ercc5	excision repair cross-complementing rodent repair deficiency, complementation group 5
1444996_at	1	6.56e-01	-4.72e-01	-6.766202	-1.95e-01	Depdc5	DEP domain containing 5
1444478_at	1	6.56e-01	4.72e-01	-6.766216	8.32e-02	Appl1	adaptor protein, phosphotyrosine interaction, PH domain and leucine zipper containing 1
1441944_s_at	1	6.56e-01	4.72e-01	-6.766266	2.93e-01	Gpr135	G protein-coupled receptor 135
1416335_at	1	6.56e-01	-4.72e-01	-6.766266	-1.07e-01	Mif	macrophage migration inhibitory factor
1427227_at	1	6.56e-01	-4.72e-01	-6.766268	-4.67e-01	Gabrg1	gamma-aminobutyric acid (GABA) A receptor, subunit gamma 1
1416701_at	1	6.56e-01	4.72e-01	-6.766279	1.85e-01	Rnd3	Rho family GTPase 3
1458084_at	1	6.56e-01	4.72e-01	-6.766297	5.73e-02	Zdhhc17	zinc finger, DHHC domain containing 17
1451087_at	1	6.56e-01	4.72e-01	-6.766304	8.92e-02	Wdr36	WD repeat domain 36
1425369_a_at	1	6.56e-01	-4.72e-01	-6.766321	-2.18e-01	Sox10	SRY (sex determining region Y)-box 10
1435481_at	1	6.56e-01	-4.72e-01	-6.766329	-8.05e-02	Zfp653	zinc finger protein 653
1447438_at	1	6.56e-01	-4.72e-01	-6.766363	-4.75e-01		
1441348_at	1	6.56e-01	-4.72e-01	-6.766368	-1.58e-01	Zfp955a	zinc finger protein 955A
